,Student ID,student_name,gender,grade,school_name,reading_score,math_score,reading_pass,math_pass,School ID,type,size,budget,bps
24487,24487,Martha Rivera,F,10th,Wright High School,86,91,1,1,10,Charter,1800,1049400,583
24488,24488,Audrey Nelson,F,11th,Wright High School,90,71,1,1,10,Charter,1800,1049400,583
24489,24489,Joseph Mitchell,M,11th,Wright High School,95,96,1,1,10,Charter,1800,1049400,583
24490,24490,Joshua George,M,11th,Wright High School,89,77,1,1,10,Charter,1800,1049400,583
24491,24491,Matthew Benson,M,10th,Wright High School,88,97,1,1,10,Charter,1800,1049400,583
24492,24492,Timothy Ortiz,M,12th,Wright High School,98,77,1,1,10,Charter,1800,1049400,583
24493,24493,Christopher Ross,M,10th,Wright High School,90,93,1,1,10,Charter,1800,1049400,583
24494,24494,Erin Boyd,F,9th,Wright High School,93,82,1,1,10,Charter,1800,1049400,583
24495,24495,Jesus Turner,M,9th,Wright High School,93,70,1,1,10,Charter,1800,1049400,583
24496,24496,Daniel Evans,M,12th,Wright High School,69,96,0,1,10,Charter,1800,1049400,583
24497,24497,Thomas Ramsey,M,10th,Wright High School,71,95,1,1,10,Charter,1800,1049400,583
24498,24498,James Olson,M,10th,Wright High School,93,82,1,1,10,Charter,1800,1049400,583
24499,24499,Gabriel Williams,M,11th,Wright High School,99,95,1,1,10,Charter,1800,1049400,583
24500,24500,Crystal Watson,F,11th,Wright High School,82,83,1,1,10,Charter,1800,1049400,583
24501,24501,Michael Hernandez,M,11th,Wright High School,96,74,1,1,10,Charter,1800,1049400,583
24502,24502,David Greene,M,11th,Wright High School,73,99,1,1,10,Charter,1800,1049400,583
24503,24503,Connor Young,M,9th,Wright High School,84,93,1,1,10,Charter,1800,1049400,583
24504,24504,Theresa Webb,F,10th,Wright High School,94,87,1,1,10,Charter,1800,1049400,583
24505,24505,Mary Decker,F,11th,Wright High School,84,87,1,1,10,Charter,1800,1049400,583
24506,24506,Megan Mcknight,F,9th,Wright High School,92,81,1,1,10,Charter,1800,1049400,583
24507,24507,Heather Lucero,F,9th,Wright High School,85,75,1,1,10,Charter,1800,1049400,583
24508,24508,Darren Fernandez,M,12th,Wright High School,82,78,1,1,10,Charter,1800,1049400,583
24509,24509,David Schwartz,M,11th,Wright High School,81,76,1,1,10,Charter,1800,1049400,583
24510,24510,Michelle Wright,F,12th,Wright High School,87,94,1,1,10,Charter,1800,1049400,583
24511,24511,Michele Adkins,F,10th,Wright High School,71,80,1,1,10,Charter,1800,1049400,583
24512,24512,Samantha Gordon,F,12th,Wright High School,82,77,1,1,10,Charter,1800,1049400,583
24513,24513,Shari Schmidt,F,10th,Wright High School,93,99,1,1,10,Charter,1800,1049400,583
24514,24514,Linda Jones,F,10th,Wright High School,96,80,1,1,10,Charter,1800,1049400,583
24515,24515,Eric Mata,M,11th,Wright High School,75,99,1,1,10,Charter,1800,1049400,583
24516,24516,Monique Dunlap,F,12th,Wright High School,90,79,1,1,10,Charter,1800,1049400,583
24517,24517,Mark Cervantes,M,11th,Wright High School,81,94,1,1,10,Charter,1800,1049400,583
24518,24518,Michael Johnson,M,10th,Wright High School,72,69,1,0,10,Charter,1800,1049400,583
24519,24519,Riley Jackson,M,11th,Wright High School,96,95,1,1,10,Charter,1800,1049400,583
24520,24520,Corey Lee,M,9th,Wright High School,83,78,1,1,10,Charter,1800,1049400,583
24521,24521,Melissa Barnes,F,11th,Wright High School,96,81,1,1,10,Charter,1800,1049400,583
24522,24522,Rhonda Coleman,F,10th,Wright High School,73,82,1,1,10,Charter,1800,1049400,583
24523,24523,Justin Walsh,M,10th,Wright High School,85,94,1,1,10,Charter,1800,1049400,583
24524,24524,David Huffman,M,11th,Wright High School,86,85,1,1,10,Charter,1800,1049400,583
24525,24525,Traci Bolton,F,10th,Wright High School,83,73,1,1,10,Charter,1800,1049400,583
24526,24526,Michael Patterson,M,10th,Wright High School,92,99,1,1,10,Charter,1800,1049400,583
24527,24527,Christopher Arnold,M,11th,Wright High School,74,98,1,1,10,Charter,1800,1049400,583
24528,24528,Robert Zuniga,M,12th,Wright High School,69,73,0,1,10,Charter,1800,1049400,583
24529,24529,Caitlin Avila,F,9th,Wright High School,84,77,1,1,10,Charter,1800,1049400,583
24530,24530,Kristi Bond,F,10th,Wright High School,73,83,1,1,10,Charter,1800,1049400,583
24531,24531,George Williams,M,11th,Wright High School,98,90,1,1,10,Charter,1800,1049400,583
24532,24532,Kathleen Medina,F,11th,Wright High School,75,94,1,1,10,Charter,1800,1049400,583
24533,24533,Shane Anderson,M,12th,Wright High School,78,76,1,1,10,Charter,1800,1049400,583
24534,24534,Ashley Williams,F,12th,Wright High School,77,69,1,0,10,Charter,1800,1049400,583
24535,24535,Crystal Yoder,F,9th,Wright High School,83,97,1,1,10,Charter,1800,1049400,583
24536,24536,Alison Lewis,F,9th,Wright High School,80,98,1,1,10,Charter,1800,1049400,583
24537,24537,Jorge Montes,M,12th,Wright High School,94,99,1,1,10,Charter,1800,1049400,583
24538,24538,Justin Holland,M,10th,Wright High School,98,78,1,1,10,Charter,1800,1049400,583
24539,24539,Bruce Jones,M,9th,Wright High School,90,90,1,1,10,Charter,1800,1049400,583
24540,24540,Matthew Williams,M,12th,Wright High School,89,85,1,1,10,Charter,1800,1049400,583
24541,24541,Julie Bennett,F,9th,Wright High School,91,78,1,1,10,Charter,1800,1049400,583
24542,24542,Sonya Perez,F,11th,Wright High School,93,87,1,1,10,Charter,1800,1049400,583
24543,24543,April Allen,F,11th,Wright High School,93,69,1,0,10,Charter,1800,1049400,583
24544,24544,Savannah Kennedy,F,9th,Wright High School,93,70,1,1,10,Charter,1800,1049400,583
24545,24545,Kevin Mejia,M,9th,Wright High School,89,71,1,1,10,Charter,1800,1049400,583
24546,24546,Brian Ferguson,M,11th,Wright High School,93,75,1,1,10,Charter,1800,1049400,583
24547,24547,Anthony Welch,M,10th,Wright High School,75,79,1,1,10,Charter,1800,1049400,583
24548,24548,Jacqueline Logan,F,10th,Wright High School,83,83,1,1,10,Charter,1800,1049400,583
24549,24549,Morgan Hernandez,F,10th,Wright High School,93,80,1,1,10,Charter,1800,1049400,583
24550,24550,Thomas Meyer,M,9th,Wright High School,83,71,1,1,10,Charter,1800,1049400,583
24551,24551,Amanda Woods,F,9th,Wright High School,82,70,1,1,10,Charter,1800,1049400,583
24552,24552,Isaac Harrell,M,11th,Wright High School,94,70,1,1,10,Charter,1800,1049400,583
24553,24553,Kayla Griffin,F,12th,Wright High School,91,87,1,1,10,Charter,1800,1049400,583
24554,24554,Christian Petty,M,12th,Wright High School,94,96,1,1,10,Charter,1800,1049400,583
24555,24555,Alexander Gill,M,12th,Wright High School,75,68,1,0,10,Charter,1800,1049400,583
24556,24556,Joshua Mason,M,9th,Wright High School,76,91,1,1,10,Charter,1800,1049400,583
24557,24557,Anthony Cardenas,M,11th,Wright High School,87,73,1,1,10,Charter,1800,1049400,583
24558,24558,Christine Rios,F,10th,Wright High School,69,87,0,1,10,Charter,1800,1049400,583
24559,24559,Wendy Davidson,F,12th,Wright High School,90,90,1,1,10,Charter,1800,1049400,583
24560,24560,Joshua Mann,M,10th,Wright High School,98,76,1,1,10,Charter,1800,1049400,583
24561,24561,Erik Morales,M,10th,Wright High School,92,78,1,1,10,Charter,1800,1049400,583
24562,24562,David Henry,M,9th,Wright High School,94,93,1,1,10,Charter,1800,1049400,583
24563,24563,Monica Smith,F,12th,Wright High School,78,81,1,1,10,Charter,1800,1049400,583
24564,24564,Erin Ryan,F,12th,Wright High School,75,88,1,1,10,Charter,1800,1049400,583
24565,24565,Mrs. Theresa Winters,F,9th,Wright High School,71,76,1,1,10,Charter,1800,1049400,583
24566,24566,Alan Gray,M,12th,Wright High School,77,69,1,0,10,Charter,1800,1049400,583
24567,24567,Jeffrey Lee,M,10th,Wright High School,93,74,1,1,10,Charter,1800,1049400,583
24568,24568,Cody Gonzalez,M,12th,Wright High School,82,96,1,1,10,Charter,1800,1049400,583
24569,24569,Amanda Stephens,F,10th,Wright High School,76,94,1,1,10,Charter,1800,1049400,583
24570,24570,Michael Gallagher,M,10th,Wright High School,78,75,1,1,10,Charter,1800,1049400,583
24571,24571,Isaac Richardson,M,9th,Wright High School,72,83,1,1,10,Charter,1800,1049400,583
24572,24572,Anthony Diaz,M,10th,Wright High School,76,68,1,0,10,Charter,1800,1049400,583
24573,24573,Barbara Miller,F,9th,Wright High School,80,93,1,1,10,Charter,1800,1049400,583
24574,24574,James Marshall,M,11th,Wright High School,91,68,1,0,10,Charter,1800,1049400,583
24575,24575,Bradley Garza,M,9th,Wright High School,91,74,1,1,10,Charter,1800,1049400,583
24576,24576,Abigail Williams,F,11th,Wright High School,72,97,1,1,10,Charter,1800,1049400,583
24577,24577,William Hahn,M,10th,Wright High School,86,80,1,1,10,Charter,1800,1049400,583
24578,24578,Jennifer Garcia,F,10th,Wright High School,99,72,1,1,10,Charter,1800,1049400,583
24579,24579,Carmen Mcknight,F,11th,Wright High School,81,94,1,1,10,Charter,1800,1049400,583
24580,24580,Thomas Bond,M,10th,Wright High School,71,72,1,1,10,Charter,1800,1049400,583
24581,24581,Raymond Shaffer,M,9th,Wright High School,95,76,1,1,10,Charter,1800,1049400,583
24582,24582,Mason Taylor,M,10th,Wright High School,98,95,1,1,10,Charter,1800,1049400,583
24583,24583,Jennifer Dixon,F,10th,Wright High School,72,94,1,1,10,Charter,1800,1049400,583
24584,24584,Helen Hopkins,F,12th,Wright High School,83,71,1,1,10,Charter,1800,1049400,583
24585,24585,Tara Finley,F,12th,Wright High School,98,91,1,1,10,Charter,1800,1049400,583
24586,24586,Sheryl Simpson,F,12th,Wright High School,82,94,1,1,10,Charter,1800,1049400,583
24587,24587,Kevin Lawrence,M,11th,Wright High School,88,89,1,1,10,Charter,1800,1049400,583
24588,24588,Christian Clark,M,9th,Wright High School,82,77,1,1,10,Charter,1800,1049400,583
24589,24589,Nancy Horton,F,11th,Wright High School,98,97,1,1,10,Charter,1800,1049400,583
24590,24590,Kristin Hansen,F,10th,Wright High School,97,75,1,1,10,Charter,1800,1049400,583
24591,24591,Ryan Adams,M,10th,Wright High School,70,83,1,1,10,Charter,1800,1049400,583
24592,24592,Steven Patel,M,10th,Wright High School,86,83,1,1,10,Charter,1800,1049400,583
24593,24593,Hannah Walsh,F,9th,Wright High School,85,70,1,1,10,Charter,1800,1049400,583
24594,24594,Michael Williams,M,12th,Wright High School,89,75,1,1,10,Charter,1800,1049400,583
24595,24595,Alisha Berger,F,12th,Wright High School,97,94,1,1,10,Charter,1800,1049400,583
24596,24596,Kenneth Santos,M,11th,Wright High School,98,99,1,1,10,Charter,1800,1049400,583
24597,24597,Warren Williams,M,9th,Wright High School,83,92,1,1,10,Charter,1800,1049400,583
24598,24598,Tracy Richards,F,11th,Wright High School,86,88,1,1,10,Charter,1800,1049400,583
24599,24599,Randall James,M,11th,Wright High School,85,70,1,1,10,Charter,1800,1049400,583
24600,24600,Eugene Nicholson,M,11th,Wright High School,90,88,1,1,10,Charter,1800,1049400,583
24601,24601,Jacob Mclean,M,10th,Wright High School,88,98,1,1,10,Charter,1800,1049400,583
24602,24602,Erika Perez,F,12th,Wright High School,87,77,1,1,10,Charter,1800,1049400,583
24603,24603,Stephen Bond,M,10th,Wright High School,85,80,1,1,10,Charter,1800,1049400,583
24604,24604,Shawn Baker,M,10th,Wright High School,78,89,1,1,10,Charter,1800,1049400,583
24605,24605,Danielle Guerra,F,11th,Wright High School,87,69,1,0,10,Charter,1800,1049400,583
24606,24606,Tara Werner,F,12th,Wright High School,84,73,1,1,10,Charter,1800,1049400,583
24607,24607,Christie Sullivan,F,11th,Wright High School,98,82,1,1,10,Charter,1800,1049400,583
24608,24608,Dawn Obrien,F,12th,Wright High School,69,83,0,1,10,Charter,1800,1049400,583
24609,24609,Wendy Short,F,12th,Wright High School,99,77,1,1,10,Charter,1800,1049400,583
24610,24610,Monique Kelly,F,10th,Wright High School,86,77,1,1,10,Charter,1800,1049400,583
24611,24611,Erin Contreras,F,10th,Wright High School,78,83,1,1,10,Charter,1800,1049400,583
24612,24612,Adam Parrish,M,12th,Wright High School,88,80,1,1,10,Charter,1800,1049400,583
24613,24613,Angela Frazier,F,9th,Wright High School,97,75,1,1,10,Charter,1800,1049400,583
24614,24614,Cathy Roach,F,10th,Wright High School,83,69,1,0,10,Charter,1800,1049400,583
24615,24615,Whitney Blake,F,10th,Wright High School,94,88,1,1,10,Charter,1800,1049400,583
24616,24616,Matthew Schwartz,M,9th,Wright High School,79,74,1,1,10,Charter,1800,1049400,583
24617,24617,Mr. Chad Hale,M,12th,Wright High School,84,71,1,1,10,Charter,1800,1049400,583
24618,24618,Scott Lyons,M,9th,Wright High School,98,99,1,1,10,Charter,1800,1049400,583
24619,24619,Stephen Moon,M,10th,Wright High School,71,68,1,0,10,Charter,1800,1049400,583
24620,24620,Brandon Livingston,M,9th,Wright High School,89,81,1,1,10,Charter,1800,1049400,583
24621,24621,Christopher Trevino,M,11th,Wright High School,78,68,1,0,10,Charter,1800,1049400,583
24622,24622,Christopher Zamora,M,11th,Wright High School,73,85,1,1,10,Charter,1800,1049400,583
24623,24623,Peter Harmon,M,9th,Wright High School,73,84,1,1,10,Charter,1800,1049400,583
24624,24624,Amy Ramsey,F,9th,Wright High School,92,89,1,1,10,Charter,1800,1049400,583
24625,24625,Molly Cruz,F,10th,Wright High School,76,85,1,1,10,Charter,1800,1049400,583
24626,24626,Jennifer Cooper,F,9th,Wright High School,99,76,1,1,10,Charter,1800,1049400,583
24627,24627,Jonathan Clay,M,12th,Wright High School,77,87,1,1,10,Charter,1800,1049400,583
24628,24628,Christine Johnston,F,9th,Wright High School,75,85,1,1,10,Charter,1800,1049400,583
24629,24629,Jeffrey Kim,M,10th,Wright High School,89,75,1,1,10,Charter,1800,1049400,583
24630,24630,William Palmer,M,11th,Wright High School,97,91,1,1,10,Charter,1800,1049400,583
24631,24631,Tara Thomas,F,12th,Wright High School,76,83,1,1,10,Charter,1800,1049400,583
24632,24632,Gabrielle Mcfarland,F,9th,Wright High School,69,68,0,0,10,Charter,1800,1049400,583
24633,24633,Becky Holmes,F,11th,Wright High School,83,76,1,1,10,Charter,1800,1049400,583
24634,24634,Craig Davis,M,9th,Wright High School,74,71,1,1,10,Charter,1800,1049400,583
24635,24635,Kevin Fitzgerald,M,11th,Wright High School,91,82,1,1,10,Charter,1800,1049400,583
24636,24636,Anthony Snyder,M,11th,Wright High School,77,77,1,1,10,Charter,1800,1049400,583
24637,24637,Vanessa Johnson,F,9th,Wright High School,89,81,1,1,10,Charter,1800,1049400,583
24638,24638,Perry Preston,M,11th,Wright High School,74,81,1,1,10,Charter,1800,1049400,583
24639,24639,Shaun Young,M,10th,Wright High School,74,95,1,1,10,Charter,1800,1049400,583
24640,24640,Kristin Wilson,F,12th,Wright High School,74,88,1,1,10,Charter,1800,1049400,583
24641,24641,Lisa Sexton,F,10th,Wright High School,92,98,1,1,10,Charter,1800,1049400,583
24642,24642,Laura Moreno,F,12th,Wright High School,72,87,1,1,10,Charter,1800,1049400,583
24643,24643,Carolyn Scott,F,11th,Wright High School,79,83,1,1,10,Charter,1800,1049400,583
24644,24644,Peter Flynn,M,10th,Wright High School,72,81,1,1,10,Charter,1800,1049400,583
24645,24645,Nicole Carroll,F,9th,Wright High School,98,78,1,1,10,Charter,1800,1049400,583
24646,24646,Peter Reyes,M,12th,Wright High School,98,89,1,1,10,Charter,1800,1049400,583
24647,24647,Charles Roberts,M,9th,Wright High School,85,84,1,1,10,Charter,1800,1049400,583
24648,24648,William Williams,M,9th,Wright High School,71,79,1,1,10,Charter,1800,1049400,583
24649,24649,Dominic Rivas,M,9th,Wright High School,95,86,1,1,10,Charter,1800,1049400,583
24650,24650,Mary Black,F,11th,Wright High School,91,96,1,1,10,Charter,1800,1049400,583
24651,24651,Kathleen Warren,F,9th,Wright High School,72,93,1,1,10,Charter,1800,1049400,583
24652,24652,Christopher Alvarado,M,9th,Wright High School,75,76,1,1,10,Charter,1800,1049400,583
24653,24653,Keith Bailey,M,9th,Wright High School,75,93,1,1,10,Charter,1800,1049400,583
24654,24654,Lisa Newton,F,11th,Wright High School,89,92,1,1,10,Charter,1800,1049400,583
24655,24655,Justin Jones,M,12th,Wright High School,94,76,1,1,10,Charter,1800,1049400,583
24656,24656,Miguel Cook MD,M,12th,Wright High School,96,96,1,1,10,Charter,1800,1049400,583
24657,24657,Kathleen Mccarthy,F,11th,Wright High School,72,71,1,1,10,Charter,1800,1049400,583
24658,24658,Daniel Acosta,M,12th,Wright High School,75,93,1,1,10,Charter,1800,1049400,583
24659,24659,Virginia Mitchell,F,10th,Wright High School,98,77,1,1,10,Charter,1800,1049400,583
24660,24660,David Holt,M,9th,Wright High School,78,94,1,1,10,Charter,1800,1049400,583
24661,24661,Christopher Decker,M,10th,Wright High School,70,96,1,1,10,Charter,1800,1049400,583
24662,24662,Richard Lopez,M,11th,Wright High School,73,73,1,1,10,Charter,1800,1049400,583
24663,24663,Brandon Mccoy,M,10th,Wright High School,81,84,1,1,10,Charter,1800,1049400,583
24664,24664,Melanie Harris,F,10th,Wright High School,83,80,1,1,10,Charter,1800,1049400,583
24665,24665,Sara Rodriguez,F,9th,Wright High School,82,95,1,1,10,Charter,1800,1049400,583
24666,24666,Lisa Schroeder,F,12th,Wright High School,70,69,1,0,10,Charter,1800,1049400,583
24667,24667,Charles King,M,11th,Wright High School,94,89,1,1,10,Charter,1800,1049400,583
24668,24668,Christopher White,M,11th,Wright High School,86,85,1,1,10,Charter,1800,1049400,583
24669,24669,Anthony Andrade,M,9th,Wright High School,91,95,1,1,10,Charter,1800,1049400,583
24670,24670,Christopher Li,M,9th,Wright High School,75,82,1,1,10,Charter,1800,1049400,583
24671,24671,Gina Jones,F,12th,Wright High School,92,78,1,1,10,Charter,1800,1049400,583
24672,24672,Joseph Holt,M,12th,Wright High School,84,80,1,1,10,Charter,1800,1049400,583
24673,24673,Tammy Spencer,F,10th,Wright High School,83,82,1,1,10,Charter,1800,1049400,583
24674,24674,Christine Morrow,F,9th,Wright High School,99,88,1,1,10,Charter,1800,1049400,583
24675,24675,Angela Bennett,F,12th,Wright High School,92,73,1,1,10,Charter,1800,1049400,583
24676,24676,Mark Hahn,M,12th,Wright High School,84,98,1,1,10,Charter,1800,1049400,583
24677,24677,Aaron Herrera,M,12th,Wright High School,83,80,1,1,10,Charter,1800,1049400,583
24678,24678,Katherine Pierce,F,9th,Wright High School,80,69,1,0,10,Charter,1800,1049400,583
24679,24679,Anthony Bennett,M,11th,Wright High School,89,75,1,1,10,Charter,1800,1049400,583
24680,24680,Charles Thomas,M,11th,Wright High School,97,98,1,1,10,Charter,1800,1049400,583
24681,24681,Robert Norman,M,12th,Wright High School,84,72,1,1,10,Charter,1800,1049400,583
24682,24682,Anthony Mccullough,M,9th,Wright High School,94,72,1,1,10,Charter,1800,1049400,583
24683,24683,Kyle Spencer,M,10th,Wright High School,86,86,1,1,10,Charter,1800,1049400,583
24684,24684,Steven Jensen,M,10th,Wright High School,70,93,1,1,10,Charter,1800,1049400,583
24685,24685,Allison Owens,F,11th,Wright High School,88,73,1,1,10,Charter,1800,1049400,583
24686,24686,Eric Evans III,M,9th,Wright High School,86,81,1,1,10,Charter,1800,1049400,583
24687,24687,Christopher Perry,M,10th,Wright High School,97,82,1,1,10,Charter,1800,1049400,583
24688,24688,William Dominguez,M,12th,Wright High School,92,70,1,1,10,Charter,1800,1049400,583
24689,24689,Taylor Schroeder,F,11th,Wright High School,86,78,1,1,10,Charter,1800,1049400,583
24690,24690,Amy Davis,F,12th,Wright High School,85,95,1,1,10,Charter,1800,1049400,583
24691,24691,Joanne Ellis,F,11th,Wright High School,72,94,1,1,10,Charter,1800,1049400,583
24692,24692,Jennifer Cooper,F,11th,Wright High School,99,89,1,1,10,Charter,1800,1049400,583
24693,24693,Chad Garcia,M,12th,Wright High School,87,69,1,0,10,Charter,1800,1049400,583
24694,24694,Jonathan Fischer,M,11th,Wright High School,80,68,1,0,10,Charter,1800,1049400,583
24695,24695,Dylan Nelson,M,12th,Wright High School,89,97,1,1,10,Charter,1800,1049400,583
24696,24696,Micheal Ross,M,12th,Wright High School,92,71,1,1,10,Charter,1800,1049400,583
24697,24697,John Murray DDS,M,11th,Wright High School,85,91,1,1,10,Charter,1800,1049400,583
24698,24698,Laura Brooks,F,10th,Wright High School,83,95,1,1,10,Charter,1800,1049400,583
24699,24699,Wesley Alvarado,M,10th,Wright High School,82,70,1,1,10,Charter,1800,1049400,583
24700,24700,Terri Mercer,F,9th,Wright High School,93,85,1,1,10,Charter,1800,1049400,583
24701,24701,Michael Gibson,M,12th,Wright High School,95,79,1,1,10,Charter,1800,1049400,583
24702,24702,Janice Russell,F,12th,Wright High School,72,77,1,1,10,Charter,1800,1049400,583
24703,24703,Ryan Pitts,M,9th,Wright High School,78,84,1,1,10,Charter,1800,1049400,583
24704,24704,Scott Johnson,M,10th,Wright High School,83,90,1,1,10,Charter,1800,1049400,583
24705,24705,Bonnie Harrell,F,9th,Wright High School,81,83,1,1,10,Charter,1800,1049400,583
24706,24706,Kelly Sanchez,F,9th,Wright High School,81,83,1,1,10,Charter,1800,1049400,583
24707,24707,Laura Watson,F,9th,Wright High School,83,98,1,1,10,Charter,1800,1049400,583
24708,24708,Courtney Horton,F,10th,Wright High School,95,84,1,1,10,Charter,1800,1049400,583
24709,24709,Yolanda Parker,F,10th,Wright High School,70,95,1,1,10,Charter,1800,1049400,583
24710,24710,Claudia Pierce,F,9th,Wright High School,76,78,1,1,10,Charter,1800,1049400,583
24711,24711,Alexis Vang,F,9th,Wright High School,75,94,1,1,10,Charter,1800,1049400,583
24712,24712,Steven Atkinson,M,10th,Wright High School,74,77,1,1,10,Charter,1800,1049400,583
24713,24713,Jody Clayton,F,11th,Wright High School,93,72,1,1,10,Charter,1800,1049400,583
24714,24714,Kyle Tran,M,12th,Wright High School,69,77,0,1,10,Charter,1800,1049400,583
24715,24715,Ryan Carpenter,M,11th,Wright High School,92,86,1,1,10,Charter,1800,1049400,583
24716,24716,Robert Banks,M,9th,Wright High School,78,69,1,0,10,Charter,1800,1049400,583
24717,24717,Eric Booker,M,10th,Wright High School,69,91,0,1,10,Charter,1800,1049400,583
24718,24718,David Rogers,M,12th,Wright High School,87,79,1,1,10,Charter,1800,1049400,583
24719,24719,Andrea Morgan,F,10th,Wright High School,97,94,1,1,10,Charter,1800,1049400,583
24720,24720,Daniel Mccullough,M,9th,Wright High School,94,78,1,1,10,Charter,1800,1049400,583
24721,24721,Lisa Turner,F,11th,Wright High School,93,94,1,1,10,Charter,1800,1049400,583
24722,24722,Theresa Reyes,F,10th,Wright High School,81,73,1,1,10,Charter,1800,1049400,583
24723,24723,David Parker,M,11th,Wright High School,93,76,1,1,10,Charter,1800,1049400,583
24724,24724,Dr. Andrew Young,M,9th,Wright High School,77,85,1,1,10,Charter,1800,1049400,583
24725,24725,Barry Whitney,M,10th,Wright High School,88,68,1,0,10,Charter,1800,1049400,583
24726,24726,Gregory Lynch,M,12th,Wright High School,83,69,1,0,10,Charter,1800,1049400,583
24727,24727,Ashlee Owen,F,11th,Wright High School,88,88,1,1,10,Charter,1800,1049400,583
24728,24728,Kelsey Morales,F,9th,Wright High School,82,91,1,1,10,Charter,1800,1049400,583
24729,24729,Jack Smith,M,9th,Wright High School,92,76,1,1,10,Charter,1800,1049400,583
24730,24730,Michelle Santana,F,9th,Wright High School,91,76,1,1,10,Charter,1800,1049400,583
24731,24731,Abigail Zhang,F,11th,Wright High School,78,79,1,1,10,Charter,1800,1049400,583
24732,24732,Jason Foster,M,10th,Wright High School,89,95,1,1,10,Charter,1800,1049400,583
24733,24733,Douglas Jones,M,11th,Wright High School,91,91,1,1,10,Charter,1800,1049400,583
24734,24734,Mrs. Jordan White MD,F,11th,Wright High School,70,86,1,1,10,Charter,1800,1049400,583
24735,24735,Jason Perry,M,12th,Wright High School,73,91,1,1,10,Charter,1800,1049400,583
24736,24736,Eric Price,M,9th,Wright High School,76,85,1,1,10,Charter,1800,1049400,583
24737,24737,Andrew Brown,M,10th,Wright High School,69,84,0,1,10,Charter,1800,1049400,583
24738,24738,Patrick Anderson,M,11th,Wright High School,85,75,1,1,10,Charter,1800,1049400,583
24739,24739,Matthew Bennett,M,11th,Wright High School,83,80,1,1,10,Charter,1800,1049400,583
24740,24740,Allison Wilson,F,9th,Wright High School,91,85,1,1,10,Charter,1800,1049400,583
24741,24741,Monique Fitzgerald,F,12th,Wright High School,79,89,1,1,10,Charter,1800,1049400,583
24742,24742,Mark Flynn,M,12th,Wright High School,70,99,1,1,10,Charter,1800,1049400,583
24743,24743,Christopher Walter,M,11th,Wright High School,90,89,1,1,10,Charter,1800,1049400,583
24744,24744,James Rodriguez,M,10th,Wright High School,99,93,1,1,10,Charter,1800,1049400,583
24745,24745,Michael Valencia,M,9th,Wright High School,92,87,1,1,10,Charter,1800,1049400,583
24746,24746,Joseph Carter,M,10th,Wright High School,88,92,1,1,10,Charter,1800,1049400,583
24747,24747,Stephanie Robinson,F,11th,Wright High School,69,85,0,1,10,Charter,1800,1049400,583
24748,24748,Dr. Erica Stevenson,F,11th,Wright High School,99,86,1,1,10,Charter,1800,1049400,583
24749,24749,Charles Strickland,M,11th,Wright High School,99,94,1,1,10,Charter,1800,1049400,583
24750,24750,Gary Nguyen,M,10th,Wright High School,75,73,1,1,10,Charter,1800,1049400,583
24751,24751,Wendy Carson,F,11th,Wright High School,80,74,1,1,10,Charter,1800,1049400,583
24752,24752,Theresa Nelson,F,10th,Wright High School,74,69,1,0,10,Charter,1800,1049400,583
24753,24753,James Gomez,M,11th,Wright High School,81,94,1,1,10,Charter,1800,1049400,583
24754,24754,Anthony Barton,M,9th,Wright High School,76,84,1,1,10,Charter,1800,1049400,583
24755,24755,Karen Gibson,F,11th,Wright High School,77,95,1,1,10,Charter,1800,1049400,583
24756,24756,Mr. Stephen Hardy,M,10th,Wright High School,95,71,1,1,10,Charter,1800,1049400,583
24757,24757,Crystal Warren,F,9th,Wright High School,83,73,1,1,10,Charter,1800,1049400,583
24758,24758,Larry Cook,M,12th,Wright High School,87,96,1,1,10,Charter,1800,1049400,583
24759,24759,John Villanueva,M,12th,Wright High School,94,85,1,1,10,Charter,1800,1049400,583
24760,24760,Shelby Cox,F,9th,Wright High School,96,94,1,1,10,Charter,1800,1049400,583
24761,24761,Robert Knight,M,9th,Wright High School,85,91,1,1,10,Charter,1800,1049400,583
24762,24762,Nicholas Johnson,M,10th,Wright High School,94,70,1,1,10,Charter,1800,1049400,583
24763,24763,Phillip Fields,M,9th,Wright High School,97,93,1,1,10,Charter,1800,1049400,583
24764,24764,Mark Rodgers,M,9th,Wright High School,95,95,1,1,10,Charter,1800,1049400,583
24765,24765,Zachary Evans,M,10th,Wright High School,80,97,1,1,10,Charter,1800,1049400,583
24766,24766,Emily Quinn,F,12th,Wright High School,73,69,1,0,10,Charter,1800,1049400,583
24767,24767,Sarah Henderson,F,10th,Wright High School,95,98,1,1,10,Charter,1800,1049400,583
24768,24768,Chase Gonzales,M,9th,Wright High School,89,73,1,1,10,Charter,1800,1049400,583
24769,24769,Wanda Beasley,F,11th,Wright High School,98,99,1,1,10,Charter,1800,1049400,583
24770,24770,Linda Wong,F,9th,Wright High School,85,68,1,0,10,Charter,1800,1049400,583
24771,24771,Kimberly Hebert,F,12th,Wright High School,81,95,1,1,10,Charter,1800,1049400,583
24772,24772,Bruce Brady,M,9th,Wright High School,86,95,1,1,10,Charter,1800,1049400,583
24773,24773,Lisa Hayes,F,11th,Wright High School,89,76,1,1,10,Charter,1800,1049400,583
24774,24774,Mary Berry,F,10th,Wright High School,95,81,1,1,10,Charter,1800,1049400,583
